bikesInUsage,dateTime
214,2019-03-07 11:15:00
227,2019-03-07 11:20:00
214,2019-03-07 11:25:00
212,2019-03-07 11:30:00
239,2019-03-07 11:35:00
211,2019-03-07 11:40:00
200,2019-03-07 11:45:00
206,2019-03-07 11:50:00
211,2019-03-07 11:55:00
256,2019-03-07 12:00:00
232,2019-03-07 12:05:00
241,2019-03-07 12:10:00
218,2019-03-07 12:15:00
234,2019-03-07 12:20:00
238,2019-03-07 12:25:00
252,2019-03-07 12:30:00
222,2019-03-07 12:35:00
237,2019-03-07 12:40:00
234,2019-03-07 12:45:00
218,2019-03-07 12:50:00
230,2019-03-07 12:55:00
232,2019-03-07 13:00:00
207,2019-03-07 13:05:00
242,2019-03-07 13:10:00
241,2019-03-07 13:15:00
230,2019-03-07 13:20:00
219,2019-03-07 13:25:00
253,2019-03-07 13:30:00
238,2019-03-07 13:35:00
247,2019-03-07 13:40:00
252,2019-03-07 13:45:00
229,2019-03-07 13:50:00
245,2019-03-07 13:55:00
212,2019-03-07 14:00:00
214,2019-03-07 14:05:00
214,2019-03-07 14:10:00
215,2019-03-07 14:15:00
228,2019-03-07 14:20:00
216,2019-03-07 14:25:00
213,2019-03-07 14:30:00
212,2019-03-07 14:35:00
219,2019-03-07 14:40:00
204,2019-03-07 14:45:00
209,2019-03-07 14:50:00
214,2019-03-07 14:55:00
203,2019-03-07 15:00:00
209,2019-03-07 15:05:00
203,2019-03-07 15:10:00
234,2019-03-07 15:15:00
226,2019-03-07 15:20:00
215,2019-03-07 15:25:00
209,2019-03-07 15:30:00
236,2019-03-07 15:35:00
214,2019-03-07 15:40:00
209,2019-03-07 15:45:00
214,2019-03-07 15:50:00
214,2019-03-07 15:55:00
242,2019-03-07 16:00:00
225,2019-03-07 16:05:00
250,2019-03-07 16:10:00
214,2019-03-07 16:15:00
233,2019-03-07 16:20:00
213,2019-03-07 16:25:00
247,2019-03-07 16:30:00
221,2019-03-07 16:35:00
224,2019-03-07 16:40:00
236,2019-03-07 16:45:00
240,2019-03-07 16:50:00
212,2019-03-07 16:55:00
266,2019-03-07 17:00:00
253,2019-03-07 17:05:00
272,2019-03-07 17:10:00
269,2019-03-07 17:15:00
266,2019-03-07 17:20:00
262,2019-03-07 17:25:00
265,2019-03-07 17:30:00
261,2019-03-07 17:35:00
276,2019-03-07 17:40:00
288,2019-03-07 17:45:00
247,2019-03-07 17:50:00
269,2019-03-07 17:55:00
310,2019-03-07 18:00:00
321,2019-03-07 18:05:00
304,2019-03-07 18:10:00
313,2019-03-07 18:15:00
303,2019-03-07 18:20:00
323,2019-03-07 18:25:00
316,2019-03-07 18:30:00
313,2019-03-07 18:35:00
319,2019-03-07 18:40:00
312,2019-03-07 18:45:00
296,2019-03-07 18:50:00
322,2019-03-07 18:55:00
253,2019-03-07 19:00:00
248,2019-03-07 19:05:00
262,2019-03-07 19:10:00
265,2019-03-07 19:15:00
237,2019-03-07 19:20:00
241,2019-03-07 19:25:00
269,2019-03-07 19:30:00
267,2019-03-07 19:35:00
241,2019-03-07 19:40:00
236,2019-03-07 19:45:00
242,2019-03-07 19:50:00
244,2019-03-07 19:55:00
156,2019-03-07 20:00:00
175,2019-03-07 20:05:00
160,2019-03-07 20:10:00
160,2019-03-07 20:15:00
186,2019-03-07 20:20:00
167,2019-03-07 20:25:00
174,2019-03-07 20:30:00
183,2019-03-07 20:35:00
185,2019-03-07 20:40:00
171,2019-03-07 20:45:00
176,2019-03-07 20:50:00
165,2019-03-07 20:55:00
141,2019-03-07 21:00:00
128,2019-03-07 21:05:00
107,2019-03-07 21:10:00
120,2019-03-07 21:15:00
129,2019-03-07 21:20:00
126,2019-03-07 21:25:00
142,2019-03-07 21:30:00
136,2019-03-07 21:35:00
114,2019-03-07 21:40:00
119,2019-03-07 21:45:00
105,2019-03-07 21:50:00
123,2019-03-07 21:55:00
77,2019-03-07 22:00:00
107,2019-03-07 22:05:00
76,2019-03-07 22:10:00
50,2019-03-07 22:15:00
67,2019-03-07 22:20:00
76,2019-03-07 22:25:00
60,2019-03-07 22:30:00
65,2019-03-07 22:35:00
71,2019-03-07 22:40:00
79,2019-03-07 22:45:00
73,2019-03-07 22:50:00
64,2019-03-07 22:55:00
54,2019-03-07 23:00:00
39,2019-03-07 23:05:00
39,2019-03-07 23:10:00
28,2019-03-07 23:15:00
36,2019-03-07 23:20:00
53,2019-03-07 23:25:00
26,2019-03-07 23:30:00
44,2019-03-07 23:35:00
54,2019-03-07 23:40:00
40,2019-03-07 23:45:00
48,2019-03-07 23:50:00
32,2019-03-07 23:55:00
