error,bikesInUsage,electricalBikesInUsage,mechanicalBikesInUsage,dateTime
0,200,24,176,2019-03-28 15:00:00
0,197,24,173,2019-03-28 15:30:00
0,196,24,172,2019-03-28 16:00:00
0,226,27,199,2019-03-28 16:30:00
0,297,36,261,2019-03-28 17:00:00
0,274,33,241,2019-03-28 17:30:00
0,335,40,295,2019-03-28 18:00:00
0,327,39,288,2019-03-28 18:30:00
0,233,28,205,2019-03-28 19:00:00
0,261,31,230,2019-03-28 19:30:00
0,155,19,136,2019-03-28 20:00:00
0,167,20,147,2019-03-28 20:30:00
0,118,14,104,2019-03-28 21:00:00
0,126,15,111,2019-03-28 21:30:00
0,75,9,66,2019-03-28 22:00:00
0,75,9,66,2019-03-28 22:30:00
0,31,4,27,2019-03-28 23:00:00
0,25,3,22,2019-03-28 23:30:00
